committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597119,23,SB23.600338,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: RENT (SEE MEMOS BELOW),,,2016-05-01 00:00:00,15000.00,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.77,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4062220161300016832,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597119
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597120,23,SB23.600338.0,1079423,ORG,ORGANIZATION,,TRUMP CPS LLC,NY,,,,RENT,X,,2016-05-01 00:00:00,6000.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.77,,SB23.600338,SB23,0.00,F3P,4062120161299896290,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4062220161300016834,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597120
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597120,23,SB23.600338.1,1079423,ORG,ORGANIZATION,,TRUMP PLAZA LLC,NY,,,,RENT,X,,2016-05-01 00:00:00,9000.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.77,,SB23.600338,SB23,0.00,F3P,4062120161299896290,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4062220161300016836,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597120
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597120,23,SB23.601625,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-01 00:00:00,5297.45,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.77,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016838,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597120
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597121,23,SB23.601625.0,1079423,ORG,ORGANIZATION,,TRUMP PAYROLL CORP,NY,,,,IN-KIND: PAYROLL,X,,2016-05-01 00:00:00,5297.45,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.77,,SB23.601625,SB23,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016840,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597121
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597122,23,SB23.600349,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-05 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.772,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016850,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597122
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597123,23,SB23.600349.0,1079423,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-05-05 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.772,,SB23.600349,SB23,0.00,F3P,4062120161299896290,HICKSVILLE,11802,OTHER,,2016,SB,4062220161300016853,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597123
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597123,23,SB23.600351,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-12 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.772,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016857,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597123
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597124,23,SB23.600351.0,1079423,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-05-12 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.772,,SB23.600351,SB23,0.00,F3P,4062120161299896290,HICKSVILLE,11802,OTHER,,2016,SB,4062220161300016859,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597124
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597124,23,SB23.600347,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-14 00:00:00,3706.98,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.772,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016863,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597124
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597125,23,SB23.600347.0,1079423,ORG,ORGANIZATION,,TRUMP PAYROLL CORP,NY,,,,PAYROLL,X,,2016-05-14 00:00:00,3706.98,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,SB23.600347,SB23,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016865,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597125
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597126,23,SB23.600352,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-19 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016873,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597126
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597126,23,SB23.600352.0,1079423,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-05-19 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,SB23.600352,SB23,0.00,F3P,4062120161299896290,HICKSVILLE,11802,OTHER,,2016,SB,4062220161300016875,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597126
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597127,23,SB23.600239,1079423,IND,INDIVIDUAL,,"TRUMP, DONALD JR",NY,,,,TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED,,,2016-05-25 00:00:00,3085.50,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,MATERIALS,,2016,SB,4062220161300016879,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597127
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597127,23,SB23.600353,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-26 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016881,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597127
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597128,23,SB23.600353.0,1079423,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-05-26 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.773,,SB23.600353,SB23,0.00,F3P,4062120161299896290,HICKSVILLE,11802,OTHER,,2016,SB,4062220161300016883,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597128
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597128,23,SB23.600348,1079423,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-05-28 00:00:00,11023.12,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.775,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016887,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597128
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597129,23,SB23.600348.0,1079423,ORG,ORGANIZATION,,TRUMP PAYROLL CORP,NY,,,,PAYROLL,X,,2016-05-28 00:00:00,11023.12,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.775,,SB23.600348,SB23,0.00,F3P,4062120161299896290,NEW YORK,10022,OTHER,,2016,SB,4062220161300016889,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597129
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597130,23,SB23.600241,1079423,IND,INDIVIDUAL,,"TRUMP, ERIC",NY,,,,TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED,,,2016-05-04 00:00:00,7890.44,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.775,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,MATERIALS,,2016,SB,4062220161300016899,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597130
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597131,23,SB23.600242,1079423,IND,INDIVIDUAL,,"TRUMP, ERIC",NY,,,,TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATION BELOW IF REQUIRED,,,2016-05-27 00:00:00,2937.50,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.775,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,MATERIALS,,2016,SB,4062220161300016901,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597131
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597131,23,SB23.599817,1079423,ORG,ORGANIZATION,,"TRUMP INTERNATIONAL GOLF CLUB, L.C.",FL,,,,FACILITY RENTAL/CATERING,,,2016-05-18 00:00:00,29715.42,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.775,,,,0.00,F3P,4062120161299896290,WEST PALM BEACH,33406,ADMINISTRATIVE,,2016,SB,4062220161300016903,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597131
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597131,23,SB23.599819,1079423,ORG,ORGANIZATION,,TRUMP NATIONAL GOLF CLUB,FL,,,,FACILITY RENTAL/CATERING,,,2016-05-18 00:00:00,35845.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.776,,,,0.00,F3P,4062120161299896290,JUPITER,33477,ADMINISTRATIVE,,2016,SB,4062220161300016905,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597131
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597132,23,SB23.600174,1079423,ORG,ORGANIZATION,,TRUMP RESTAURANTS LLC,NY,,,,RENT AND UTILITIES,,,2016-05-18 00:00:00,125080.31,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.776,,,,0.00,F3P,4062120161299896290,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4062220161300016907,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597132
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597132,23,SB23.600175,1079423,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,RENT AND UTILITIES,,,2016-05-31 00:00:00,72800.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.776,,,,0.00,F3P,4062120161299896290,HICKSVILLE,11802,ADMINISTRATIVE,,2016,SB,4062220161300016909,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597132
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M6,201606209018597132,23,SB23.600256,1079423,ORG,ORGANIZATION,,"TRUMP VIRGINIA ACQUISITIONS, LLC",VA,,,,TRAVEL: LODGING,,,2016-05-04 00:00:00,983.68,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-06-23 00:32:13.777,,,,0.00,F3P,4062120161299896290,CHARLOTTESVILLE,22902,TRAVEL,,2016,SB,4062220161300016911,http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597132
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701213,23,SB23.1681597,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: RENT (SEE MEMO BELOW),,,2016-07-01 00:00:00,9000.00,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.085,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4083020161316016944,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701213
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701213,23,SB23.1681597.0,1096341,ORG,ORGANIZATION,,TRUMP PLAZA LLC,NY,,,,RENT,X,,2016-07-01 00:00:00,9000.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.085,,SB23.1681597,SB23,0.00,F3P,4082120161313136930,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4083020161316016946,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701213
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701214,23,SB23.1681582,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-07 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.085,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016948,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701214
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701214,23,SB23.1681582.1,1096341,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-07-07 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.086,,SB23.1681582,SB23,0.00,F3P,4082120161313136930,HICKSVILLE,11802,OTHER,,2016,SB,4083020161316016952,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701214
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701215,23,SB23.1681552,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-09 00:00:00,9752.12,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.087,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016954,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701215
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701215,23,SB23.1681552.0,1096341,ORG,ORGANIZATION,,TRUMP PAYROLL CORP,NY,,,,PAYROLL,X,,2016-07-09 00:00:00,9752.12,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.087,,SB23.1681552,SB23,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016956,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701215
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701217,23,SB23.1681583,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-14 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.087,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016968,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701217
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701218,23,SB23.1681583.1,1096341,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-07-14 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.087,,SB23.1681583,SB23,0.00,F3P,4082120161313136930,HICKSVILLE,11802,OTHER,,2016,SB,4083020161316016972,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701218
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701218,23,SB23.1681584,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-21 00:00:00,2574.43,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.089,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016974,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701218
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701219,23,SB23.1681584.1,1096341,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-07-21 00:00:00,2574.43,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.089,,SB23.1681584,SB23,0.00,F3P,4082120161313136930,HICKSVILLE,11802,OTHER,,2016,SB,4083020161316016978,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701219
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701219,23,SB23.1681564,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-23 00:00:00,23775.50,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.089,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016980,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701219
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701219,23,SB23.1681564.0,1096341,ORG,ORGANIZATION,,TRUMP PAYROLL CORP,NY,,,,PAYROLL,X,,2016-07-23 00:00:00,23775.50,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.089,,SB23.1681564,SB23,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316016982,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701219
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701223,23,SB23.1681585,1096341,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: PAYROLL (SEE MEMOS BELOW),,,2016-07-28 00:00:00,2574.43,P,PRESIDENT,00,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.091,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,OTHER,,2016,SB,4083020161316017002,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701223
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701223,23,SB23.1681585.1,1096341,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,PAYROLL,X,,2016-07-28 00:00:00,2574.43,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.091,,SB23.1681585,SB23,0.00,F3P,4082120161313136930,HICKSVILLE,11802,OTHER,,2016,SB,4083020161316017006,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701223
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701224,23,SB23.1677660,1096341,ORG,ORGANIZATION,,TRUMP HOTEL SOHO,NY,,,,TRAVEL: LODGING [AMEX: SB23.1615120],X,,2016-06-27 00:00:00,671.11,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.091,,,,0.00,F3P,4082120161313136930,NEW YORK,10013,TRAVEL,,2016,SB,4083020161316017008,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701224
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701224,23,SB23.1615281,1096341,ORG,ORGANIZATION,,TRUMP ICE LLC,NY,,,,OFFICE SUPPLIES,,,2016-07-29 00:00:00,428.53,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.091,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4083020161316017010,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701224
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701224,23,SB23.1615290,1096341,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL AND TOWER,NY,,,,FACILITY RENTAL,,,2016-07-13 00:00:00,1936.98,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.091,,,,0.00,F3P,4082120161313136930,NEW YORK,10023,ADMINISTRATIVE,,2016,SB,4083020161316017012,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701224
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701225,23,SB23.1615291,1096341,ORG,ORGANIZATION,,TRUMP NATIONAL DORAL,FL,,,,EVENT STAGING EXPENSE,,,2016-07-29 00:00:00,3596.01,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.092,,,,0.00,F3P,4082120161313136930,MIAMI,33178,MATERIALS,,2016,SB,4083020161316017014,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701225
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701225,23,SB23.1615293,1096341,ORG,ORGANIZATION,,TRUMP NATIONAL GOLF CLUB - WESTCHESTER,NY,,,,FACILITY RENTAL AND CATERING,,,2016-07-29 00:00:00,48239.77,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.092,,,,0.00,F3P,4082120161313136930,BRIARCLIFF MANOR,10510,ADMINISTRATIVE,,2016,SB,4083020161316017016,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701225
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701225,23,SB23.1615294,1096341,ORG,ORGANIZATION,,TRUMP RESTAURANTS LLC,NY,,,,RENT,,,2016-07-10 00:00:00,1000.00,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.092,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4083020161316017018,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701225
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701226,23,SB23.1615295,1096341,ORG,ORGANIZATION,,TRUMP RESTAURANTS LLC,NY,,,,OFFICE SUPPLIES,,,2016-07-29 00:00:00,3.27,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.092,,,,0.00,F3P,4082120161313136930,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4083020161316017020,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701226
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M8,201608209023701226,23,SB23.1615296,1096341,ORG,ORGANIZATION,,TRUMP TOWER COMMERCIAL LLC,NY,,,,RENT,,,2016-07-10 00:00:00,169758.33,,,,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-08-31 00:31:25.092,,,,0.00,F3P,4082120161313136930,HICKSVILLE,11802,ADMINISTRATIVE,,2016,SB,4083020161316017022,http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701226
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2016,M2,201602209008576166,23,SB23.288860,1051572,CAN,CANDIDATE,,"TRUMP, DONALD J.",NY,,,,IN-KIND: RENT (SEE MEMOS BELOW),,,2016-01-01 00:00:00,15000.00,P,PRESIDENT,00,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,2016-03-17 02:50:05.052,0,,,0.00,F3P,4022120161272586704,NEW YORK,10022,ADMINISTRATIVE,,2016,SB,4022320161272766532,http://docquery.fec.gov/cgi-bin/fecimg/?201602209008576166
